1 14
2 7
3 12
4 9
5 7
6 10
7 7
8 7
9 12
10 6
11 9
12 5
13 9
14 5
15 8
16 6
17 8
18 7
19 11
20 10
21 9
22 6
23 7
24 9
25 8
26 9
27 10
